 ,Area,Mean,Min,Max,X,Y,Slice
421,0,103,103,103,206.667,250.667,7
422,0,108,108,108,223.333,285.333,7
423,0,112,112,112,218.000,300.000,7
424,0,127,127,127,204.667,298.000,7
425,0,127,127,127,218.000,312.667,7
426,0,126,126,126,234.667,332.667,7
427,0,120,120,120,241.333,344.000,7
428,0,121,121,121,248.667,353.333,7
429,0,115,115,115,267.333,366.667,7
430,0,130,130,130,284.000,368.000,7
431,0,118,118,118,287.333,342.000,7
432,0,118,118,118,290.000,308.000,7
433,0,114,114,114,292.000,292.000,7
434,0,119,119,119,292.667,275.333,7
435,0,114,114,114,296.667,263.333,7
436,0,121,121,121,306.667,224.000,7
437,0,133,133,133,312.667,211.333,7
438,0,120,120,120,316.000,197.333,7
439,0,106,106,106,315.333,171.333,7
440,0,110,110,110,316.000,147.333,7
441,0,112,112,112,383.333,177.333,7
442,0,119,119,119,375.333,146.667,7
443,0,121,121,121,374.667,133.333,7
444,0,105,105,105,373.333,111.333,7
445,0,108,108,108,377.333,82.000,7
446,0,113,113,113,298.000,396.000,7
447,0,135,135,135,298.667,416.667,7
448,0,129,129,129,298.000,428.667,7
449,0,119,119,119,296.667,448.667,7
450,0,123,123,123,298.667,440.667,7
451,0,131,131,131,296.000,460.000,7
452,0,125,125,125,298.000,476.000,7
453,0,99,99,99,296.000,494.000,7
454,0,114,114,114,321.333,396.000,7
455,0,125,125,125,336.667,374.667,7
456,0,119,119,119,336.000,364.000,7
457,0,113,113,113,359.333,337.333,7
458,0,123,123,123,377.333,293.333,7
459,0,115,115,115,404.667,310.000,7
460,0,113,113,113,424.667,293.333,7
461,0,114,114,114,445.333,283.333,7
462,0,107,107,107,442.000,209.333,7
463,0,105,105,105,418.667,154.000,7
464,0,114,114,114,432.000,99.333,7
465,0,127,127,127,428.667,85.333,7
466,0,112,112,112,322.000,108.000,7
467,0,119,119,119,314.667,84.000,7
468,0,117,117,117,301.333,69.333,7
469,0,119,119,119,299.333,58.667,7
470,0,107,107,107,306.667,45.333,7
471,0,117,117,117,297.333,24.667,7
472,0,119,119,119,381.333,10.000,7
473,0,112,112,112,392.667,482.000,7
474,0,114,114,114,404.667,464.667,7
475,0,128,128,128,412.667,457.333,7
476,0,102,102,102,420.000,451.333,7
477,0,116,116,116,425.333,444.667,7
478,0,121,121,121,428.000,437.333,7
479,0,126,126,126,436.667,428.000,7
480,0,124,124,124,444.000,416.667,7
481,0,131,131,131,451.333,406.000,7
482,0,104,104,104,28.000,10.000,8
483,0,94,94,94,28.667,24.000,8
484,0,112,112,112,17.333,51.333,8
485,0,99,99,99,12.667,107.333,8
486,0,93,93,93,10.000,128.000,8
487,0,96,96,96,6.667,154.000,8
488,0,110,110,110,108.000,23.333,8
489,0,99,99,99,92.667,34.667,8
490,0,111,111,111,78.000,51.333,8
491,0,101,101,101,62.667,78.000,8
492,0,97,97,97,57.333,100.667,8
493,0,102,102,102,109.333,55.333,8
494,0,114,114,114,112.667,78.667,8
495,0,116,116,116,114.667,106.000,8
496,0,110,110,110,116.000,122.000,8
497,0,117,117,117,106.667,134.667,8
498,0,127,127,127,102.667,148.000,8
499,0,111,111,111,94.000,181.333,8
500,0,104,104,104,80.667,160.667,8
501,0,105,105,105,66.667,138.000,8
502,0,121,121,121,98.000,193.333,8
503,0,106,106,106,88.667,242.000,8
504,0,116,116,116,90.667,260.667,8
505,0,130,130,130,93.333,278.667,8
506,0,122,122,122,102.000,299.333,8
507,0,134,134,134,108.000,308.667,8
508,0,121,121,121,114.667,324.667,8
509,0,113,113,113,119.333,333.333,8
510,0,116,116,116,108.000,333.333,8
511,0,127,127,127,111.333,384.667,8
512,0,111,111,111,90.000,418.667,8
513,0,102,102,102,86.667,431.333,8
514,0,112,112,112,124.000,412.000,8
515,0,109,109,109,130.667,424.667,8
516,0,125,125,125,149.333,443.333,8
517,0,103,103,103,154.667,460.000,8
518,0,114,114,114,166.667,461.333,8
519,0,110,110,110,172.667,468.000,8
520,0,108,108,108,190.667,479.333,8
521,0,116,116,116,194.667,506.000,8
522,0,116,116,116,295.333,496.667,8
523,0,106,106,106,298.667,478.667,8
524,0,106,106,106,298.667,461.333,8
525,0,120,120,120,299.333,439.333,8
526,0,106,106,106,300.000,424.667,8
527,0,107,107,107,299.333,401.333,8
528,0,110,110,110,292.000,388.000,8
529,0,123,123,123,286.000,368.000,8
530,0,121,121,121,284.000,349.333,8
531,0,128,128,128,275.333,363.333,8
532,0,114,114,114,258.667,365.333,8
533,0,118,118,118,239.333,341.333,8
534,0,121,121,121,223.333,320.667,8
535,0,122,122,122,216.667,306.667,8
536,0,119,119,119,204.667,290.667,8
537,0,121,121,121,198.667,279.333,8
538,0,125,125,125,220.667,293.333,8
539,0,114,114,114,221.333,276.000,8
540,0,114,114,114,218.000,260.667,8
541,0,108,108,108,208.667,238.000,8
542,0,104,104,104,207.333,209.333,8
543,0,121,121,121,216.667,182.000,8
544,0,107,107,107,222.000,161.333,8
545,0,112,112,112,216.000,152.000,8
546,0,106,106,106,218.667,136.000,8
547,0,103,103,103,211.333,127.333,8
548,0,109,109,109,179.333,102.667,8
549,0,102,102,102,175.333,87.333,8
550,0,93,93,93,173.333,75.333,8
551,0,104,104,104,210.000,96.000,8
552,0,100,100,100,200.667,73.333,8
553,0,99,99,99,186.000,44.000,8
554,0,113,113,113,289.333,316.000,8
555,0,109,109,109,293.333,280.000,8
556,0,127,127,127,300.667,243.333,8
557,0,129,129,129,305.333,228.000,8
558,0,116,116,116,311.333,215.333,8
559,0,122,122,122,312.667,201.333,8
560,0,115,115,115,324.000,190.000,8
561,0,122,122,122,322.667,155.333,8
562,0,120,120,120,340.000,141.333,8
563,0,110,110,110,309.333,76.667,8
564,0,118,118,118,298.667,60.000,8
565,0,116,116,116,290.000,47.333,8
566,0,108,108,108,304.667,49.333,8
567,0,115,115,115,302.667,32.667,8
568,0,106,106,106,279.333,34.667,8
569,0,107,107,107,272.667,18.000,8
570,0,115,115,115,376.667,151.333,8
571,0,104,104,104,376.667,133.333,8
572,0,100,100,100,376.000,115.333,8
573,0,109,109,109,375.333,99.333,8
574,0,100,100,100,376.000,88.000,8
575,0,114,114,114,375.333,75.333,8
576,0,107,107,107,382.667,48.000,8
577,0,107,107,107,382.667,32.000,8
578,0,110,110,110,382.000,19.333,8
579,0,119,119,119,382.667,7.333,8
580,0,126,126,126,426.667,81.333,8
581,0,131,131,131,432.000,100.000,8
582,0,113,113,113,378.667,166.667,8
583,0,109,109,109,332.667,391.333,8
584,0,108,108,108,342.000,372.667,8
585,0,110,110,110,354.667,345.333,8
586,0,113,113,113,365.333,325.333,8
587,0,112,112,112,358.667,309.333,8
588,0,117,117,117,353.333,290.667,8
589,0,105,105,105,383.333,496.667,8
590,0,110,110,110,397.333,480.000,8
591,0,96,96,96,407.333,470.000,8
592,0,115,115,115,412.667,456.000,8
593,0,107,107,107,428.000,436.667,8
594,0,110,110,110,436.667,423.333,8
595,0,94,94,94,24.000,10.000,9
596,0,103,103,103,24.667,25.333,9
597,0,94,94,94,18.667,46.000,9
598,0,101,101,101,15.333,70.000,9
599,0,106,106,106,17.333,83.333,9
600,0,108,108,108,12.000,95.333,9
601,0,100,100,100,8.667,134.000,9
602,0,91,91,91,9.333,168.000,9
603,0,124,124,124,92.667,176.000,9
604,0,96,96,96,84.000,189.333,9
605,0,110,110,110,88.667,212.667,9
606,0,108,108,108,87.333,237.333,9
607,0,107,107,107,107.333,148.000,9
608,0,118,118,118,92.667,276.000,9
609,0,103,103,103,98.000,309.333,9
610,0,123,123,123,112.000,323.333,9
611,0,116,116,116,118.667,348.000,9
612,0,115,115,115,113.333,371.333,9
613,0,114,114,114,113.333,390.000,9
614,0,121,121,121,123.333,408.000,9
615,0,120,120,120,128.000,422.667,9
616,0,103,103,103,138.667,434.000,9
617,0,112,112,112,148.667,442.667,9
618,0,115,115,115,160.000,455.333,9
619,0,105,105,105,175.333,467.333,9
620,0,103,103,103,196.000,483.333,9
621,0,120,120,120,292.667,517.333,9
622,0,115,115,115,293.333,505.333,9
623,0,130,130,130,294.000,494.667,9
624,0,121,121,121,295.333,474.667,9
625,0,123,123,123,299.333,460.000,9
626,0,114,114,114,298.667,444.667,9
627,0,135,135,135,298.667,413.333,9
628,0,112,112,112,305.333,404.000,9
629,0,115,115,115,286.000,370.667,9
630,0,103,103,103,286.667,353.333,9
631,0,117,117,117,278.667,360.667,9
632,0,110,110,110,263.333,358.000,9
633,0,115,115,115,199.333,289.333,9
634,0,108,108,108,206.667,238.000,9
635,0,116,116,116,212.000,210.000,9
636,0,98,98,98,214.000,173.333,9
637,0,103,103,103,212.667,148.000,9
638,0,97,97,97,212.667,128.667,9
639,0,103,103,103,214.000,104.000,9
640,0,104,104,104,192.000,66.667,9
641,0,106,106,106,289.333,335.333,9
642,0,107,107,107,290.000,311.333,9
643,0,115,115,115,292.000,276.000,9
644,0,124,124,124,296.667,256.667,9
645,0,121,121,121,311.333,222.667,9
646,0,120,120,120,322.667,107.333,9
647,0,103,103,103,372.000,508.000,9
648,0,108,108,108,382.000,495.333,9
649,0,110,110,110,396.000,481.333,9
650,0,114,114,114,404.667,468.000,9
651,0,102,102,102,413.333,456.000,9
652,0,123,123,123,418.667,446.000,9
653,0,109,109,109,436.000,428.000,9
654,0,112,112,112,443.333,416.667,9
655,0,114,114,114,377.333,150.667,9
656,0,105,105,105,376.000,133.333,9
657,0,92,92,92,376.667,114.667,9
658,0,101,101,101,378.000,92.000,9
659,0,105,105,105,377.333,71.333,9
660,0,101,101,101,382.667,49.333,9
661,0,111,111,111,380.667,29.333,9
662,0,108,108,108,382.667,9.333,9
663,0,104,104,104,343.333,37.333,9
664,0,95,95,95,330.667,35.333,9
665,0,116,116,116,298.667,29.333,9
666,0,96,96,96,271.333,21.333,9
667,0,105,105,105,260.667,7.333,9
668,0,94,94,94,296.000,8.667,9
669,0,115,115,115,310.000,67.333,9
670,0,112,112,112,298.000,57.333,9
671,0,109,109,109,425.333,154.000,9
672,0,107,107,107,426.000,174.000,9
673,0,106,106,106,430.667,186.000,9
674,0,112,112,112,426.667,128.000,9
675,0,118,118,118,422.000,102.667,9
676,0,103,103,103,92.667,31.333,13
677,0,95,95,95,79.333,44.667,13
678,0,103,103,103,68.000,63.333,13
679,0,108,108,108,58.000,88.667,13
680,0,104,104,104,74.667,118.000,13
681,0,120,120,120,88.667,182.000,13
682,0,123,123,123,87.333,200.667,13
683,0,102,102,102,90.000,228.667,13
684,0,116,116,116,92.000,262.000,13
685,0,121,121,121,98.000,290.667,13
686,0,135,135,135,106.667,304.667,13
687,0,139,139,139,113.333,322.667,13
688,0,136,136,136,113.333,334.000,13
689,0,126,126,126,111.333,347.333,13
690,0,132,132,132,118.667,356.667,13
691,0,118,118,118,120.667,393.333,13
692,0,116,116,116,119.333,410.667,13
693,0,120,120,120,134.667,428.000,13
694,0,116,116,116,145.333,440.667,13
695,0,108,108,108,176.667,470.667,13
696,0,110,110,110,183.333,481.333,13
697,0,119,119,119,195.333,488.667,13
