 ,Area,Mean,Min,Max,X,Y,Slice
98,0,110,110,110,314.667,416.667,1
99,0,102,102,102,316.000,398.000,1
100,0,121,121,121,334.000,436.667,1
101,0,129,129,129,320.667,426.667,1
102,0,127,127,127,352.000,446.000,1
103,0,124,124,124,371.333,454.000,1
104,0,123,123,123,424.667,475.333,1
105,0,127,127,127,442.000,476.667,1
106,0,130,130,130,477.333,490.000,1
107,0,135,135,135,497.333,500.667,1
108,0,102,102,102,508.000,510.667,1
109,0,129,129,129,512.000,425.333,1
110,0,124,124,124,498.000,419.333,1
111,0,137,137,137,482.667,408.000,1
112,0,105,105,105,494.000,405.333,1
113,0,125,125,125,478.000,382.000,1
114,0,120,120,120,470.667,401.333,1
115,0,122,122,122,425.333,417.333,1
116,0,150,150,150,420.667,384.667,1
117,0,120,120,120,396.000,371.333,1
118,0,133,133,133,367.333,365.333,1
119,0,112,112,112,347.333,336.667,1
120,0,129,129,129,330.000,358.000,1
121,0,130,130,130,310.000,106.667,1
122,0,124,124,124,344.667,76.000,1
123,0,115,115,115,358.000,54.000,1
124,0,128,128,128,368.667,32.000,1
125,0,113,113,113,139.333,332.000,1
126,0,129,129,129,111.333,284.667,1
127,0,124,124,124,84.000,324.667,1
128,0,115,115,115,64.000,340.000,1
129,0,135,135,135,99.333,310.667,1
130,0,113,113,113,60.000,11.333,2
131,0,125,125,125,69.333,15.333,2
132,0,121,121,121,79.333,24.667,2
133,0,125,125,125,96.000,30.000,2
134,0,116,116,116,113.333,28.000,2
135,0,115,115,115,130.667,25.333,2
136,0,114,114,114,160.667,19.333,2
137,0,119,119,119,186.667,30.667,2
138,0,117,117,117,210.000,40.667,2
139,0,125,125,125,218.667,51.333,2
140,0,120,120,120,240.000,78.000,2
141,0,111,111,111,269.333,98.667,2
142,0,117,117,117,272.000,112.667,2
143,0,125,125,125,280.000,118.667,2
144,0,119,119,119,295.333,128.000,2
145,0,107,107,107,295.333,111.333,2
146,0,132,132,132,310.667,106.667,2
147,0,127,127,127,330.000,103.333,2
148,0,124,124,124,356.667,104.000,2
149,0,124,124,124,376.667,103.333,2
150,0,113,113,113,401.333,101.333,2
151,0,127,127,127,420.667,100.667,2
152,0,126,126,126,458.000,112.667,2
153,0,105,105,105,480.000,116.000,2
154,0,114,114,114,424.667,121.333,2
155,0,113,113,113,398.000,136.667,2
156,0,123,123,123,381.333,152.667,2
157,0,120,120,120,366.000,152.000,2
158,0,119,119,119,342.000,150.667,2
159,0,117,117,117,317.333,142.000,2
160,0,123,123,123,330.667,93.333,2
161,0,122,122,122,346.000,81.333,2
162,0,126,126,126,356.000,71.333,2
163,0,119,119,119,366.667,50.000,2
164,0,120,120,120,375.333,20.000,2
165,0,110,110,110,251.333,38.000,2
166,0,115,115,115,272.000,40.000,2
167,0,114,114,114,288.000,32.667,2
168,0,102,102,102,302.000,11.333,2
169,0,130,130,130,23.333,106.000,2
170,0,126,126,126,49.333,107.333,2
171,0,115,115,115,64.667,116.667,2
172,0,120,120,120,92.000,113.333,2
173,0,112,112,112,108.000,116.000,2
174,0,125,125,125,103.333,142.667,2
175,0,119,119,119,120.000,154.000,2
176,0,116,116,116,138.000,164.000,2
177,0,124,124,124,154.667,170.667,2
178,0,110,110,110,150.000,138.000,2
179,0,125,125,125,185.333,150.000,2
180,0,120,120,120,221.333,159.333,2
181,0,122,122,122,237.333,166.000,2
182,0,124,124,124,257.333,178.667,2
183,0,115,115,115,288.000,186.667,2
184,0,109,109,109,318.000,193.333,2
185,0,128,128,128,343.333,212.667,2
186,0,119,119,119,355.333,230.000,2
187,0,130,130,130,360.000,248.000,2
188,0,114,114,114,343.333,253.333,2
189,0,131,131,131,356.000,260.667,2
190,0,121,121,121,366.667,279.333,2
191,0,114,114,114,377.333,208.667,2
192,0,104,104,104,491.333,138.000,2
193,0,110,110,110,491.333,155.333,2
194,0,120,120,120,478.000,172.000,2
195,0,135,135,135,468.667,181.333,2
196,0,139,139,139,459.333,198.667,2
197,0,140,140,140,456.667,218.667,2
198,0,140,140,140,464.667,239.333,2
199,0,117,117,117,475.333,256.000,2
200,0,142,142,142,492.000,277.333,2
201,0,128,128,128,514.000,298.667,2
202,0,128,128,128,486.667,86.000,2
203,0,124,124,124,490.000,56.000,2
204,0,119,119,119,404.000,294.667,2
205,0,125,125,125,408.000,314.000,2
206,0,129,129,129,429.333,328.000,2
207,0,129,129,129,458.000,352.667,2
208,0,122,122,122,470.667,350.667,2
209,0,115,115,115,474.000,333.333,2
210,0,118,118,118,471.333,363.333,2
211,0,124,124,124,475.333,379.333,2
212,0,137,137,137,478.667,395.333,2
213,0,137,137,137,503.333,415.333,2
214,0,121,121,121,517.333,427.333,2
215,0,133,133,133,460.667,398.667,2
216,0,121,121,121,430.000,388.667,2
217,0,116,116,116,388.000,376.667,2
218,0,110,110,110,372.667,370.667,2
219,0,129,129,129,360.667,362.667,2
220,0,118,118,118,346.000,336.667,2
221,0,105,105,105,350.667,319.333,2
222,0,114,114,114,356.000,299.333,2
223,0,113,113,113,316.000,259.333,2
224,0,105,105,105,300.000,256.667,2
225,0,114,114,114,281.333,254.000,2
226,0,106,106,106,253.333,250.000,2
227,0,119,119,119,222.667,241.333,2
228,0,109,109,109,204.000,232.667,2
229,0,127,127,127,164.667,215.333,2
230,0,124,124,124,140.667,204.000,2
231,0,126,126,126,122.000,196.667,2
232,0,115,115,115,79.333,177.333,2
233,0,119,119,119,49.333,184.667,2
234,0,129,129,129,94.667,211.333,2
235,0,120,120,120,112.667,230.667,2
236,0,130,130,130,129.333,228.000,2
237,0,111,111,111,138.000,238.000,2
238,0,144,144,144,168.667,259.333,2
239,0,126,126,126,189.333,268.667,2
240,0,120,120,120,208.667,276.667,2
241,0,117,117,117,234.000,286.667,2
242,0,131,131,131,259.333,300.000,2
243,0,122,122,122,270.667,305.333,2
244,0,116,116,116,292.000,314.667,2
245,0,114,114,114,310.000,330.667,2
246,0,96,96,96,334.667,353.333,2
247,0,113,113,113,323.333,345.333,2
248,0,118,118,118,292.667,345.333,2
249,0,124,124,124,270.000,345.333,2
250,0,114,114,114,245.333,343.333,2
251,0,143,143,143,26.667,330.000,2
252,0,143,143,143,21.333,291.333,2
253,0,130,130,130,47.333,336.667,2
254,0,140,140,140,55.333,358.000,2
255,0,126,126,126,66.000,380.000,2
256,0,136,136,136,146.000,411.333,2
257,0,131,131,131,173.333,410.667,2
258,0,127,127,127,253.333,408.667,2
259,0,123,123,123,289.333,415.333,2
260,0,121,121,121,304.000,424.000,2
261,0,111,111,111,314.000,414.667,2
262,0,144,144,144,314.667,394.000,2
263,0,117,117,117,328.000,380.000,2
264,0,132,132,132,354.000,447.333,2
265,0,128,128,128,380.667,459.333,2
266,0,121,121,121,404.667,469.333,2
267,0,129,129,129,426.667,475.333,2
268,0,121,121,121,456.667,484.000,2
269,0,109,109,109,60.667,211.333,2
270,0,124,124,124,46.000,208.000,2
271,0,126,126,126,26.000,202.667,2
272,0,126,126,126,88.000,396.667,2
273,0,118,118,118,96.667,55.333,21
274,0,125,125,125,110.000,64.000,21
275,0,126,126,126,126.000,74.667,21
276,0,127,127,127,144.667,78.000,21
277,0,124,124,124,166.667,83.333,21
278,0,114,114,114,189.333,83.333,21
279,0,117,117,117,202.667,78.667,21
280,0,109,109,109,223.333,68.667,21
281,0,124,124,124,246.667,62.667,21
282,0,122,122,122,273.333,77.333,21
283,0,121,121,121,283.333,103.333,21
284,0,121,121,121,277.333,128.000,21
285,0,116,116,116,272.667,141.333,21
286,0,127,127,127,264.000,148.667,21
287,0,118,118,118,242.667,168.000,21
288,0,130,130,130,242.667,188.000,21
289,0,125,125,125,244.000,205.333,21
290,0,129,129,129,257.333,218.667,21
291,0,113,113,113,280.667,226.667,21
292,0,111,111,111,296.667,226.667,21
293,0,101,101,101,314.000,224.667,21
294,0,120,120,120,328.667,216.000,21
295,0,111,111,111,348.000,207.333,21
296,0,125,125,125,361.333,198.667,21
297,0,114,114,114,370.667,180.667,21
298,0,108,108,108,399.333,178.000,21
299,0,120,120,120,412.667,174.000,21
300,0,123,123,123,424.000,169.333,21
301,0,121,121,121,446.667,168.000,21
302,0,120,120,120,418.667,146.000,21
303,0,114,114,114,393.333,123.333,21
304,0,111,111,111,408.667,118.000,21
305,0,120,120,120,422.000,111.333,21
306,0,110,110,110,428.667,107.333,21
307,0,108,108,108,440.667,100.667,21
308,0,107,107,107,448.667,90.667,21
309,0,131,131,131,460.000,79.333,21
310,0,123,123,123,468.000,72.667,21
311,0,128,128,128,482.000,74.667,21
312,0,116,116,116,422.667,188.000,21
313,0,108,108,108,412.667,219.333,21
314,0,120,120,120,408.000,232.667,21
315,0,121,121,121,408.000,250.667,21
316,0,124,124,124,399.333,262.667,21
317,0,114,114,114,396.000,296.000,21
318,0,129,129,129,414.000,261.333,21
319,0,109,109,109,328.667,254.000,21
320,0,121,121,121,285.333,260.000,21
321,0,116,116,116,264.667,258.667,21
322,0,115,115,115,233.333,253.333,21
323,0,109,109,109,232.667,238.000,21
324,0,120,120,120,203.333,244.667,21
325,0,123,123,123,181.333,234.000,21
326,0,122,122,122,154.000,221.333,21
327,0,144,144,144,132.667,201.333,21
328,0,124,124,124,108.667,188.667,21
329,0,123,123,123,84.667,177.333,21
330,0,114,114,114,64.000,170.000,21
331,0,116,116,116,44.667,169.333,21
332,0,125,125,125,20.000,305.333,21
333,0,138,138,138,45.333,331.333,21
334,0,129,129,129,50.000,343.333,21
335,0,129,129,129,56.667,354.667,21
336,0,127,127,127,50.000,368.667,21
337,0,127,127,127,38.667,374.000,21
338,0,128,128,128,21.333,379.333,21
339,0,130,130,130,3.333,388.000,21
340,0,122,122,122,81.333,344.667,21
341,0,112,112,112,93.333,349.333,21
342,0,108,108,108,111.333,336.667,21
343,0,118,118,118,123.333,335.333,21
344,0,128,128,128,131.333,331.333,21
345,0,116,116,116,149.333,330.667,21
346,0,117,117,117,175.333,332.667,21
347,0,119,119,119,195.333,330.000,21
348,0,118,118,118,212.667,328.667,21
349,0,116,116,116,228.667,326.667,21
350,0,129,129,129,240.667,323.333,21
351,0,113,113,113,274.000,316.000,21
352,0,121,121,121,286.667,297.333,21
353,0,122,122,122,262.000,293.333,21
354,0,118,118,118,246.667,278.000,21
355,0,118,118,118,292.667,315.333,21
356,0,117,117,117,308.000,325.333,21
357,0,110,110,110,335.333,341.333,21
358,0,120,120,120,372.667,368.667,21
359,0,117,117,117,397.333,377.333,21
360,0,133,133,133,417.333,394.000,21
361,0,122,122,122,429.333,421.333,21
362,0,123,123,123,448.667,429.333,21
363,0,139,139,139,474.000,288.000,21
364,0,131,131,131,467.333,306.000,21
365,0,134,134,134,469.333,323.333,21
366,0,130,130,130,466.000,336.000,21
367,0,124,124,124,464.667,350.000,21
368,0,116,116,116,87.333,402.000,21
369,0,124,124,124,68.000,387.333,21
370,0,129,129,129,107.333,409.333,21
371,0,128,128,128,123.333,410.000,21
372,0,131,131,131,140.000,409.333,21
373,0,149,149,149,154.667,408.667,21
374,0,126,126,126,176.000,402.667,21
375,0,130,130,130,190.667,404.000,21
376,0,117,117,117,216.000,402.000,21
377,0,121,121,121,238.000,404.667,21
378,0,119,119,119,256.667,406.000,21
379,0,115,115,115,289.333,414.667,21
380,0,116,116,116,322.000,430.667,21
381,0,123,123,123,350.000,446.000,21
382,0,126,126,126,366.667,452.000,21
383,0,124,124,124,389.333,461.333,21
384,0,121,121,121,410.667,469.333,21
385,0,124,124,124,448.000,482.000,21
386,0,129,129,129,473.333,489.333,21
387,0,132,132,132,277.333,467.333,21
388,0,123,123,123,260.000,474.667,21
389,0,120,120,120,237.333,488.000,21
390,0,127,127,127,213.333,494.667,21
391,0,127,127,127,175.333,492.667,21
392,0,137,137,137,146.000,492.000,21
393,0,113,113,113,130.667,493.333,21
394,0,126,126,126,172.000,462.667,21
395,0,125,125,125,181.333,451.333,21
396,0,127,127,127,192.667,438.000,21
397,0,127,127,127,202.000,432.667,21
398,0,126,126,126,210.000,434.000,21
399,0,116,116,116,238.667,432.667,21
400,0,118,118,118,251.333,423.333,21
401,0,122,122,122,60.667,271.333,21
402,0,125,125,125,279.333,122.667,24
403,0,123,123,123,273.333,139.333,24
404,0,134,134,134,248.667,172.667,24
405,0,129,129,129,242.667,186.000,24
406,0,122,122,122,242.000,201.333,24
407,0,130,130,130,254.000,216.667,24
408,0,115,115,115,278.667,224.667,24
409,0,120,120,120,230.000,232.000,24
410,0,112,112,112,212.000,230.667,24
411,0,115,115,115,189.333,222.667,24
412,0,119,119,119,160.667,220.000,24
413,0,135,135,135,140.000,204.000,24
414,0,131,131,131,118.000,194.000,24
415,0,128,128,128,92.000,183.333,24
416,0,122,122,122,74.000,174.667,24
417,0,117,117,117,44.000,166.000,24
418,0,126,126,126,182.000,234.667,24
419,0,117,117,117,220.667,254.000,24
420,0,118,118,118,237.333,268.667,24
421,0,120,120,120,258.667,286.000,24
422,0,118,118,118,279.333,297.333,24
423,0,119,119,119,304.000,321.333,24
424,0,119,119,119,256.000,320.000,24
425,0,116,116,116,221.333,328.000,24
426,0,116,116,116,204.667,331.333,24
427,0,114,114,114,165.333,334.000,24
428,0,124,124,124,144.000,332.000,24
429,0,129,129,129,116.667,331.333,24
430,0,115,115,115,92.000,348.667,24
431,0,135,135,135,66.000,358.667,24
432,0,134,134,134,43.333,330.000,24
433,0,121,121,121,22.667,380.667,24
434,0,125,125,125,58.667,393.333,24
435,0,122,122,122,87.333,408.000,24
436,0,139,139,139,101.333,404.000,24
437,0,128,128,128,142.000,411.333,24
438,0,139,139,139,158.000,410.000,24
439,0,123,123,123,185.333,403.333,24
440,0,135,135,135,199.333,402.667,24
441,0,114,114,114,228.000,400.000,24
442,0,112,112,112,246.000,403.333,24
443,0,110,110,110,263.333,418.000,24
444,0,122,122,122,283.333,412.667,24
445,0,114,114,114,311.333,418.000,24
446,0,130,130,130,328.000,432.000,24
447,0,123,123,123,349.333,450.667,24
448,0,120,120,120,372.000,458.667,24
449,0,129,129,129,382.667,458.667,24
450,0,122,122,122,406.000,468.000,24
451,0,125,125,125,422.667,480.000,24
452,0,120,120,120,438.667,430.000,24
453,0,122,122,122,420.000,414.000,24
454,0,123,123,123,410.000,393.333,24
455,0,116,116,116,395.333,390.667,24
456,0,120,120,120,386.667,381.333,24
457,0,124,124,124,381.333,374.667,24
458,0,123,123,123,373.333,366.667,24
459,0,118,118,118,363.333,356.000,24
460,0,120,120,120,346.667,353.333,24
461,0,109,109,109,320.667,330.667,24
462,0,120,120,120,280.667,345.333,24
463,0,120,120,120,259.333,344.667,24
464,0,107,107,107,310.000,353.333,24
465,0,109,109,109,306.000,224.000,24
466,0,116,116,116,330.000,218.000,24
467,0,117,117,117,352.000,226.000,24
468,0,117,117,117,397.333,262.667,24
469,0,122,122,122,408.000,280.000,24
470,0,131,131,131,415.333,265.333,24
471,0,125,125,125,416.667,244.667,24
472,0,129,129,129,405.333,211.333,24
473,0,99,99,99,397.333,300.667,24
474,0,128,128,128,409.333,320.000,24
475,0,123,123,123,427.333,335.333,24
476,0,133,133,133,439.333,342.667,24
477,0,135,135,135,452.000,352.667,24
478,0,130,130,130,463.333,366.000,24
479,0,132,132,132,416.667,364.000,24
480,0,126,126,126,407.333,377.333,24
481,0,141,141,141,466.000,342.667,24
482,0,135,135,135,476.000,333.333,24
483,0,143,143,143,472.000,315.333,24
484,0,132,132,132,468.667,306.000,24
485,0,136,136,136,472.667,288.667,24
486,0,127,127,127,454.667,478.667,24
487,0,117,117,117,474.000,493.333,24
488,0,119,119,119,254.000,493.333,24
489,0,127,127,127,235.333,490.667,24
490,0,125,125,125,222.000,494.667,24
491,0,117,117,117,207.333,492.000,24
492,0,121,121,121,142.000,493.333,24
493,0,128,128,128,121.333,490.667,24
494,0,124,124,124,135.333,227.333,24
495,0,129,129,129,98.000,216.000,24
496,0,121,121,121,55.333,209.333,24
497,0,121,121,121,15.333,217.333,24
498,0,132,132,132,4.000,217.333,24
499,0,126,126,126,26.000,294.000,40
500,0,135,135,135,40.000,311.333,40
501,0,124,124,124,48.667,330.000,40
502,0,123,123,123,48.667,350.667,40
503,0,124,124,124,52.667,372.667,40
504,0,121,121,121,68.000,393.333,40
505,0,119,119,119,94.667,406.667,40
506,0,119,119,119,123.333,414.000,40
507,0,138,138,138,146.000,412.000,40
508,0,142,142,142,160.667,410.000,40
509,0,126,126,126,184.000,408.667,40
510,0,110,110,110,215.333,400.000,40
511,0,118,118,118,242.667,405.333,40
512,0,117,117,117,266.000,407.333,40
513,0,122,122,122,287.333,412.000,40
514,0,113,113,113,304.000,420.000,40
515,0,118,118,118,320.667,426.667,40
516,0,119,119,119,329.333,432.667,40
517,0,129,129,129,352.000,446.000,40
518,0,118,118,118,376.000,457.333,40
519,0,119,119,119,402.000,468.667,40
520,0,125,125,125,435.333,476.000,40
521,0,118,118,118,458.000,485.333,40
522,0,120,120,120,472.000,492.000,40
523,0,119,119,119,484.000,497.333,40
524,0,123,123,123,501.333,504.667,40
525,0,129,129,129,298.667,512.667,40
526,0,127,127,127,276.000,500.000,40
527,0,136,136,136,130.667,492.667,40
528,0,121,121,121,102.667,497.333,40
529,0,120,120,120,144.000,485.333,40
530,0,116,116,116,97.333,326.000,40
531,0,132,132,132,124.667,328.000,40
532,0,122,122,122,152.000,330.000,40
533,0,121,121,121,181.333,330.000,40
534,0,113,113,113,214.000,325.333,40
535,0,101,101,101,242.667,338.667,40
536,0,119,119,119,263.333,339.333,40
537,0,111,111,111,18.667,145.333,40
538,0,114,114,114,46.000,164.667,40
539,0,117,117,117,65.333,170.000,40
540,0,128,128,128,106.000,188.667,40
541,0,132,132,132,126.667,198.667,40
542,0,131,131,131,146.000,212.000,40
543,0,118,118,118,154.000,250.667,40
544,0,112,112,112,170.000,260.667,40
545,0,117,117,117,189.333,270.000,40
546,0,113,113,113,219.333,280.667,40
547,0,115,115,115,242.000,286.000,40
548,0,116,116,116,266.000,296.667,40
549,0,121,121,121,204.667,248.667,40
550,0,115,115,115,225.333,259.333,40
551,0,117,117,117,293.333,310.000,40
552,0,107,107,107,313.333,320.667,40
553,0,118,118,118,328.000,339.333,40
554,0,116,116,116,343.333,350.667,40
555,0,123,123,123,355.333,368.000,40
556,0,126,126,126,388.667,374.667,40
557,0,127,127,127,425.333,386.000,40
558,0,117,117,117,448.667,395.333,40
559,0,118,118,118,471.333,396.000,40
560,0,123,123,123,508.000,420.667,40
561,0,126,126,126,478.667,381.333,40
562,0,129,129,129,450.000,356.667,40
563,0,135,135,135,472.000,348.667,40
564,0,119,119,119,442.000,346.667,40
565,0,124,124,124,426.667,332.000,40
566,0,131,131,131,412.000,322.667,40
567,0,123,123,123,400.000,296.667,40
568,0,129,129,129,410.667,276.667,40
569,0,121,121,121,413.333,262.667,40
570,0,123,123,123,408.667,238.000,40
571,0,115,115,115,403.333,210.667,40
572,0,134,134,134,473.333,327.333,40
573,0,128,128,128,468.667,318.667,40
574,0,126,126,126,470.000,308.667,40
575,0,121,121,121,470.667,296.000,40
576,0,119,119,119,485.333,280.000,40
577,0,125,125,125,490.667,263.333,40
578,0,111,111,111,478.000,244.667,40
579,0,122,122,122,475.333,230.000,40
580,0,116,116,116,472.667,207.333,40
581,0,114,114,114,226.000,240.000,40
582,0,113,113,113,210.667,231.333,40
583,0,115,115,115,184.000,221.333,40
584,0,112,112,112,244.000,204.667,40
585,0,118,118,118,242.667,184.667,40
586,0,118,118,118,256.000,161.333,40
587,0,129,129,129,272.000,140.000,40
588,0,122,122,122,290.000,119.333,40
589,0,112,112,112,467.333,191.333,40
590,0,108,108,108,480.667,178.000,40
591,0,113,113,113,324.667,220.667,40
592,0,107,107,107,302.000,222.667,40
593,0,111,111,111,282.667,224.000,40
594,0,114,114,114,268.000,226.000,40
595,0,110,110,110,500.667,502.000,42
596,0,123,123,123,484.000,494.667,42
597,0,128,128,128,468.000,490.000,42
598,0,127,127,127,446.667,480.667,42
599,0,127,127,127,430.000,477.333,42
600,0,122,122,122,405.333,480.000,42
601,0,113,113,113,381.333,455.333,42
602,0,104,104,104,372.667,448.667,42
603,0,129,129,129,348.000,442.667,42
604,0,110,110,110,334.667,430.000,42
605,0,98,98,98,320.667,416.000,42
606,0,125,125,125,292.667,417.333,42
607,0,132,132,132,256.000,406.000,42
608,0,119,119,119,226.000,402.667,42
609,0,139,139,139,195.333,407.333,42
610,0,140,140,140,171.333,411.333,42
611,0,128,128,128,152.000,412.667,42
612,0,126,126,126,137.333,412.667,42
613,0,119,119,119,116.667,414.000,42
614,0,116,116,116,92.000,403.333,42
615,0,123,123,123,76.000,396.667,42
616,0,123,123,123,72.000,390.667,42
617,0,120,120,120,66.000,380.000,42
618,0,131,131,131,53.333,373.333,42
619,0,135,135,135,60.000,363.333,42
620,0,144,144,144,52.667,354.000,42
621,0,141,141,141,38.000,334.000,42
622,0,126,126,126,77.333,282.000,42
623,0,125,125,125,102.667,286.000,42
624,0,133,133,133,127.333,299.333,42
625,0,116,116,116,161.333,319.333,42
626,0,104,104,104,82.667,175.333,42
627,0,116,116,116,99.333,181.333,42
628,0,119,119,119,116.000,190.667,42
629,0,114,114,114,156.667,210.667,42
630,0,113,113,113,177.333,216.667,42
631,0,115,115,115,193.333,226.000,42
632,0,112,112,112,207.333,236.000,42
633,0,118,118,118,223.333,252.000,42
634,0,109,109,109,231.333,261.333,42
635,0,116,116,116,260.667,294.000,42
636,0,118,118,118,279.333,299.333,42
637,0,120,120,120,292.000,310.667,42
638,0,114,114,114,315.333,318.667,42
639,0,125,125,125,323.333,332.667,42
640,0,117,117,117,342.667,345.333,42
641,0,119,119,119,350.667,359.333,42
642,0,108,108,108,378.000,370.000,42
643,0,131,131,131,393.333,376.667,42
644,0,127,127,127,414.667,384.000,42
645,0,132,132,132,432.000,389.333,42
646,0,128,128,128,452.667,395.333,42
647,0,127,127,127,476.000,400.667,42
648,0,124,124,124,470.667,436.000,42
649,0,121,121,121,454.000,434.000,42
650,0,118,118,118,438.667,429.333,42
651,0,115,115,115,432.667,414.667,42
652,0,118,118,118,420.667,399.333,42
653,0,125,125,125,508.000,410.667,42
654,0,120,120,120,487.333,393.333,42
655,0,123,123,123,480.000,375.333,42
656,0,133,133,133,457.333,354.000,42
657,0,127,127,127,446.000,342.667,42
658,0,127,127,127,432.000,329.333,42
659,0,129,129,129,416.000,321.333,42
660,0,123,123,123,400.000,302.000,42
661,0,124,124,124,402.000,288.667,42
662,0,118,118,118,404.667,272.667,42
663,0,114,114,114,414.667,258.667,42
664,0,121,121,121,416.667,240.667,42
665,0,115,115,115,413.333,224.667,42
666,0,122,122,122,478.667,330.000,42
667,0,134,134,134,476.000,320.000,42
668,0,138,138,138,474.000,299.333,42
669,0,121,121,121,477.333,285.333,42
670,0,118,118,118,490.000,266.000,42
671,0,134,134,134,252.000,215.333,42
672,0,113,113,113,246.667,188.000,42
673,0,131,131,131,253.333,173.333,42
674,0,122,122,122,258.667,165.333,42
675,0,124,124,124,267.333,150.667,42
676,0,133,133,133,276.000,135.333,42
677,0,118,118,118,279.333,118.000,42
678,0,117,117,117,281.333,92.000,42
679,0,120,120,120,406.667,209.333,42
680,0,120,120,120,395.333,184.000,42
681,0,114,114,114,387.333,165.333,42
682,0,108,108,108,384.667,150.000,42
683,0,119,119,119,384.667,141.333,42
684,0,119,119,119,384.667,126.000,42
685,0,112,112,112,376.000,112.667,42
686,0,117,117,117,196.000,335.333,42
687,0,123,123,123,242.667,345.333,42
688,0,118,118,118,229.333,316.000,42
689,0,108,108,108,235.333,298.667,42
690,0,132,132,132,282.667,500.667,42
691,0,132,132,132,244.000,492.667,42
692,0,117,117,117,216.667,492.667,42
693,0,127,127,127,172.667,492.000,42
694,0,126,126,126,156.000,492.667,42
695,0,119,119,119,144.000,473.333,42
696,0,130,130,130,126.000,446.000,42
697,0,120,120,120,101.333,448.667,42
